Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,GPK,PK,PKatt,CrdY,CrdR,Gls1,Ast1,GA,GPK11,GAPK,xG,npxG,xA,npxGxA,xG11,xA11,xGxA,npxG11,npxGxA1,Sh,SoT,SoT1,Sh90,SoT90,GSh,GSoT,Dist,FK,npxGSh,GxG,npGxG,Cmp,Att,Cmp1,TotDist,PrgDist,Cmp11,Att11,Cmp111,Cmp12,Att12,Cmp112,Cmp13,Att13,Cmp113,AxA,KP,Third,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out11,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive11,PassDead11,Drib11,Sh11,Fld11,Def11,Tkl,TklW,Def3rd,Mid3rd,Att3rd,Tkl11,Tkl1,Past,Succ,Succ1,Def3rd11,Mid3rd11,Att3rd11,ShSv,Pass,TklInt,Clr,Err,Touches,DefPen,AttPen,Succ11,Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec1,Prog11,CrdY2,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won1,GA.1,GA90,SoTA,Saves,Save1,W,D,L,CS,CS1,PKA,PKsv,PKm,Save111,PSxG,PSxG1SoT,PSxG1,ps,Thr,Launch1,AvgLen,Launch111,AvgLen11,Opp,Stp,Stp1,OPA,OPA90,AvgDist
Alisson,br BRA,GK,Liverpool,Premier League,29,1992.0,30,30,2700,30.0,0,1,0,0,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.4,0.4,0.0,0.01,0.01,0.0,0.01,,,,,,,,,0,,,,142,279,50.9,,,,1013,,,145,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,0,,0,,,,,,,5,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,190,0,0,,20.0,0.67,80.0,60.0,75.0,22.0,6.0,2.0,18.0,60.0,0.0,0.0,0.0,,23.6,0.3,4.6,0.15,164.0,21.0,29.6,45.5,39.8,188.0,17.0,9.0,48.0,1.6,17.6
Alphonse Areola,fr FRA,GK,West_Ham,Premier League,29,1993.0,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,8,28,28.6,,,,27,,,14,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,,0,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,0,0,,1.0,1.0,3.0,2.0,66.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.2,0.39,0.2,0.17,3.0,66.7,49.7,71.4,53.2,13.0,1.0,7.7,0.0,0.0,7.0
Kepa Arrizabalaga,es ESP,GK,Chelsea,Premier League,27,1994.0,4,4,360,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,16,39,41.0,,,,118,,,21,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,0,,0,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,0,0,,2.0,0.5,13.0,11.0,84.6,2.0,1.0,1.0,2.0,50.0,0.0,0.0,0.0,,3.3,0.26,1.3,0.34,28.0,28.0,30.8,28.6,30.2,31.0,1.0,3.2,5.0,1.25,16.2
Sergio Asenjo,es ESP,GK,Villarreal,La Liga,32,1989.0,5,5,450,5.0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,25,61,41.0,,,,141,,,50,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,,0,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,30,0,0,,7.0,1.4,23.0,17.0,73.9,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.4,0.28,0.4,0.08,30.0,29.8,32.9,38.0,39.0,61.0,4.0,6.6,6.0,1.2,14.2
Emil Audero,it ITA,GK,Sampdoria,Serie A,25,1997.0,24,24,2115,23.5,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.02,0.02,0.0,0.02,,,,,,,,,1,,,,177,403,43.9,,,,621,,,169,,,,,,,,,,,,,,,,0,5,,,,,,,,,,,,0,,0,,,,,,,6,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,84,0,0,,42.0,1.79,105.0,65.0,61.0,6.0,4.0,14.0,4.0,16.7,1.0,0.0,0.0,0.0,35.0,0.33,-6.0,-0.26,89.0,46.2,39.5,68.6,49.3,217.0,19.0,8.8,9.0,0.38,13.6
Daniel Bachmann,at AUT,GK,Watford,Premier League,27,1994.0,11,11,990,11.0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1,,,,80,206,38.8,,,,248,,,80,,,,,,,,,,,,,,,,0,4,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,2,51,0,0,,26.0,2.36,61.0,39.0,62.3,1.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,21.4,0.31,-2.6,-0.23,40.0,60.9,47.1,68.8,51.5,101.0,3.0,3.0,8.0,0.73,13.7
Édgar Badía,es ESP,GK,Elche,La Liga,30,1992.0,21,21,1890,21.0,0,0,0,0,8,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,192,422,45.5,,,,544,,,189,,,,,,,,,,,,,,,,0,6,,,,,,,,,,,,0,,1,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,122,0,0,,29.0,1.38,93.0,69.0,75.3,8.0,4.0,9.0,5.0,23.8,6.0,1.0,1.0,14.3,34.2,0.3,5.2,0.25,80.0,52.0,40.0,73.5,51.5,237.0,18.0,7.6,20.0,0.95,16.1
Stefan Bajic,fr FRA,GK,Saint-Etienne,Ligue 1,20,2001.0,7,4,510,5.7,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1,,,,33,86,38.4,,,,141,,,44,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,,0,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,45,0,0,,13.0,2.29,27.0,16.0,59.3,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,13.4,0.43,0.4,0.07,39.0,39.7,34.7,68.2,50.2,53.0,1.0,1.9,9.0,1.59,15.7
Oliver Baumann,de GER,GK,Hoffenheim,Bundesliga,31,1990.0,29,29,2610,29.0,0,0,0,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,150,407,36.9,,,,1181,,,185,,,,,,,,,,,,,,,,0,8,,,,,,,,,,,,0,,0,,,,,,,3,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,199,0,0,,42.0,1.45,125.0,85.0,67.2,12.0,6.0,11.0,8.0,27.6,1.0,1.0,1.0,50.0,42.5,0.34,1.5,0.05,153.0,30.1,32.3,27.6,30.0,241.0,21.0,8.7,40.0,1.38,15.9
Asmir Begović,ba BIH,GK,Everton,Premier League,34,1987.0,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,13,47,27.7,,,,32,,,23,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,,0,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,7,0,0,,3.0,1.5,9.0,7.0,66.7,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,,2.2,0.25,0.2,0.11,3.0,87.5,57.3,82.6,58.5,12.0,1.0,8.3,0.0,0.0,14.7
Vid Belec,si SVN,GK,Salernitana,Serie A,31,1990.0,21,20,1821,20.2,0,0,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,146,340,42.9,,,,376,,,170,,,,,,,,,,,,,,,,0,6,,,,,,,,,,,,0,,0,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,77,0,0,,45.0,2.22,119.0,78.0,64.7,3.0,2.0,15.0,1.0,5.0,3.0,0.0,1.0,0.0,34.9,0.27,-8.1,-0.4,70.0,56.6,44.8,74.7,53.6,201.0,10.0,5.0,6.0,0.3,12.6
Walter Benítez,ar ARG,GK,Nice,Ligue 1,29,1993.0,31,31,2790,31.0,0,0,0,0,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1,,,,150,367,40.9,,,,633,,,224,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,0,,0,,,,,,,6,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,140,0,0,,27.0,0.87,112.0,89.0,79.5,16.0,7.0,8.0,12.0,38.7,4.0,1.0,0.0,20.0,31.9,0.25,4.9,0.16,127.0,37.0,34.1,59.4,45.7,273.0,11.0,4.0,19.0,0.61,14.2
Etrit Berisha,al ALB,GK,Torino,Serie A,33,1989.0,6,6,540,6.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,29,125,23.2,,,,139,,,51,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,33,0,0,,3.0,0.5,21.0,17.0,85.7,1.0,4.0,1.0,3.0,50.0,0.0,0.0,0.0,,6.8,0.32,3.8,0.63,22.0,58.3,46.3,86.3,60.9,58.0,6.0,10.3,4.0,0.67,14.6
Paul Bernardoni,fr FRA,GK,Angers,Ligue 1,25,1997.0,13,13,1170,13.0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2,,,,55,122,45.1,,,,239,,,98,,,,,,,,,,,,,,,,0,6,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,60,0,0,,19.0,1.46,43.0,27.0,62.8,4.0,5.0,4.0,4.0,30.8,3.0,0.0,0.0,0.0,14.1,0.27,-4.9,-0.37,82.0,32.6,35.2,44.9,40.5,134.0,17.0,12.7,7.0,0.54,14.5
Paul Bernardoni,fr FRA,GK,Saint-Etienne,Ligue 1,25,1997.0,13,13,1170,13.0,0,0,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,64,216,29.6,,,,296,,,86,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,0,,0,,,,,,,3,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,86,0,0,,18.0,1.38,54.0,37.0,74.1,5.0,3.0,5.0,3.0,23.1,4.0,0.0,0.0,0.0,20.2,0.31,-0.8,-0.06,77.0,52.7,40.4,69.8,49.8,93.0,11.0,11.8,21.0,1.62,16.2
Dimitry Bertaud,fr FRA,GK,Montpellier,Ligue 1,23,1998.0,8,6,563,6.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1,,,,47,110,42.7,,,,156,,,60,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,26,0,0,,12.0,1.92,38.0,27.0,68.4,2.0,2.0,2.0,2.0,33.3,0.0,0.0,0.0,,11.2,0.29,0.2,0.03,38.0,47.4,38.5,60.0,46.5,62.0,9.0,14.5,1.0,0.16,12.9
Marco Bizot,nl NED,GK,Brest,Ligue 1,31,1991.0,32,32,2880,32.0,0,1,0,0,3,1,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.3,0.3,0.0,0.01,0.01,0.0,0.01,,,,,,,,,0,,,,263,551,47.7,,,,722,,,274,,,,,,,,,,,,,,,,0,9,,,,,,,,,,,,0,,1,,,,,,,3,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,178,0,0,,47.0,1.47,137.0,94.0,67.9,10.0,9.0,13.0,5.0,15.6,3.0,0.0,0.0,0.0,37.8,0.26,-7.2,-0.23,160.0,47.9,40.6,74.8,55.5,255.0,21.0,8.2,19.0,0.59,14.8
Yassine Bounou,ma MAR,GK,Sevilla,La Liga,31,1991.0,26,26,2340,26.0,0,2,0,0,2,2,0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.6,0.6,0.0,0.02,0.02,0.0,0.02,,,,,,,,,1,,,,159,367,43.3,,,,719,,,196,,,,,,,,,,,,,,,,0,5,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,99,0,1,0.0,19.0,0.73,78.0,59.0,76.9,13.0,9.0,4.0,12.0,46.2,1.0,1.0,0.0,50.0,21.9,0.26,2.9,0.11,88.0,35.0,35.8,58.7,46.4,207.0,18.0,8.7,15.0,0.58,14.6
Claudio Bravo,cl CHI,GK,Real_Betis,La Liga,39,1983.0,15,15,1350,15.0,0,0,0,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.01,0.01,0.0,0.01,,,,,,,,,0,,,,101,264,38.3,,,,371,,,91,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,0,,0,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,2,61,1,0,100.0,19.0,1.27,53.0,37.0,66.0,8.0,3.0,4.0,4.0,26.7,1.0,0.0,0.0,0.0,19.4,0.35,2.4,0.16,41.0,54.7,44.7,67.0,51.9,154.0,3.0,1.9,8.0,0.53,13.4
Fabian Bredlow,de GER,GK,VfB_Stuttgart,Bundesliga,27,1995.0,4,4,360,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,12,24,50.0,,,,90,,,37,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,21,0,0,,7.0,1.75,24.0,17.0,70.8,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,6.9,0.29,-0.1,-0.01,22.0,23.3,28.7,8.1,19.9,38.0,1.0,2.6,4.0,1.0,16.0
Sascha Burchert,de GER,GK,Greuther_Fuerth,Bundesliga,32,1989.0,13,13,1170,13.0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01,,,,,,,,,1,,,,121,316,38.3,,,,395,,,111,,,,,,,,,,,,,,,,0,4,,,,,,,,,,,,0,,0,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,77,0,0,,26.0,2.0,67.0,43.0,64.2,2.0,4.0,7.0,3.0,23.1,2.0,0.0,0.0,0.0,21.3,0.31,-2.7,-0.21,42.0,57.0,45.4,82.0,57.3,134.0,7.0,5.2,17.0,1.31,16.3
Jack Butland,eng ENG,GK,Crystal_Palace,Premier League,29,1993.0,6,5,495,5.5,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1,,,,21,73,28.8,,,,144,,,44,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,0,,0,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,18,0,0,,9.0,1.64,16.0,9.0,43.8,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,100.0,6.9,0.38,-0.1,-0.02,23.0,36.1,33.1,47.7,40.0,57.0,3.0,5.3,2.0,0.36,12.1
Marcin Bułka,pl POL,GK,Nice,Ligue 1,22,1999.0,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,3,4,75.0,,,,16,,,7,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,,0,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,0,,1.0,1.0,5.0,4.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.5,0.29,0.5,0.47,6.0,12.5,20.4,28.6,25.9,10.0,0.0,0.0,0.0,0.0,18.5
Willy Caballero,ar ARG,GK,Southampton,Premier League,40,1981.0,2,2,180,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,20,39,51.3,,,,46,,,13,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,0,,0,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,0,0,,5.0,2.5,11.0,6.0,54.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.3,0.4,-0.7,-0.36,0.0,58.7,42.1,92.3,59.1,21.0,1.0,4.8,4.0,2.0,21.7
Marc-Aurèle Caillard,fr FRA,GK,Metz,Ligue 1,27,1994.0,14,13,1173,13.0,0,0,0,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,85,217,39.2,,,,225,,,118,,,,,,,,,,,,,,,,0,7,,,,,,,,,,,,0,,0,,,,,,,5,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,58,0,0,,21.0,1.61,58.0,38.0,67.2,2.0,4.0,7.0,4.0,30.8,2.0,0.0,0.0,0.0,21.6,0.35,0.6,0.04,66.0,50.2,42.6,88.1,61.0,108.0,3.0,2.8,6.0,0.46,13.9
Cárdenas,es ESP,GK,Levante,La Liga,25,1997.0,19,19,1710,19.0,0,0,0,0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1,,,,96,259,37.1,,,,431,,,154,,,,,,,,,,,,,,,,0,4,,,,,,,,,,,,0,,0,,,,,,,3,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,87,0,0,,33.0,1.74,80.0,49.0,62.5,4.0,5.0,10.0,5.0,26.3,3.0,0.0,0.0,0.0,27.0,0.3,-6.0,-0.32,73.0,44.8,39.5,42.9,37.7,191.0,11.0,5.8,11.0,0.58,13.8
Kiko Casilla,es ESP,GK,Elche,La Liga,35,1986.0,12,12,1080,12.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01,,,,,,,,,0,,,,79,218,36.2,,,,288,,,119,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,0,,0,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,67,0,0,,15.0,1.25,54.0,39.0,72.2,2.0,4.0,6.0,3.0,25.0,0.0,0.0,0.0,,13.7,0.25,-1.3,-0.11,62.0,52.1,41.7,57.1,44.2,121.0,7.0,5.8,10.0,0.83,15.5
Koen Casteels,be BEL,GK,Wolfsburg,Bundesliga,29,1992.0,25,25,2250,25.0,0,0,0,0,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,186,384,48.4,,,,780,,,176,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,132,0,0,,37.0,1.48,96.0,62.0,64.6,10.0,4.0,11.0,9.0,36.0,3.0,2.0,1.0,40.0,36.4,0.35,-0.6,-0.02,121.0,37.6,35.3,51.7,43.6,218.0,15.0,6.9,20.0,0.8,14.3
Leonardo César Jardim,br BRA,GK,Lille,Ligue 1,27,1995.0,11,11,990,11.0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,41,124,33.1,,,,199,,,80,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,0,,0,,,,,,,4,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,45,0,0,,10.0,0.91,41.0,32.0,78.0,4.0,5.0,2.0,7.0,63.6,1.0,1.0,0.0,50.0,9.0,0.22,0.0,0.0,49.0,40.2,35.4,55.0,44.8,82.0,6.0,7.3,9.0,0.82,16.4
Jasper Cillessen,nl NED,GK,Valencia,La Liga,32,1989.0,16,16,1367,15.2,0,1,0,0,6,1,0,0.0,0.07,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,111,255,43.5,,,,330,,,96,,,,,,,,,,,,,,,,0,4,,,,,,,,,,,,0,,0,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,68,0,0,,28.0,1.84,68.0,45.0,66.2,4.0,7.0,5.0,3.0,18.8,5.0,1.0,0.0,16.7,29.0,0.37,3.0,0.2,64.0,55.5,45.9,75.0,57.4,118.0,9.0,7.6,7.0,0.46,15.1
Diego Conde,es ESP,GK,Getafe,La Liga,23,1998.0,1,0,6,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,0,6,0.0,,,,4,,,2,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,,0,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,100.0,65.3,100.0,68.5,2.0,0.0,0.0,0.0,0.0,
Andrea Consigli,it ITA,GK,Sassuolo,Serie A,35,1987.0,32,32,2880,32.0,0,0,0,0,8,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,237,492,48.2,,,,1057,,,225,,,,,,,,,,,,,,,,0,6,,,,,,,,,,,,0,,0,,,,,,,6,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,150,0,0,,50.0,1.56,128.0,84.0,66.4,12.0,10.0,10.0,3.0,9.4,7.0,1.0,0.0,12.5,50.8,0.35,1.8,0.06,142.0,38.5,35.1,37.8,31.9,290.0,18.0,6.2,18.0,0.56,12.9
Benoît Costil,fr FRA,GK,Bordeaux,Ligue 1,34,1987.0,22,22,1980,22.0,0,0,0,0,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1,,,,187,422,44.3,,,,615,,,182,,,,,,,,,,,,,,,,0,6,,,,,,,,,,,,0,,0,,,,,,,5,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,112,0,0,,52.0,2.36,113.0,66.0,58.4,3.0,8.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,40.8,0.32,-11.2,-0.51,70.0,47.8,39.8,70.3,52.0,168.0,13.0,7.7,22.0,1.0,16.7
Thibaut Courtois,be BEL,GK,Real_Madrid,La Liga,29,1992.0,32,32,2880,32.0,0,0,0,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1,,,,100,279,35.8,,,,827,,,176,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,123,0,0,,28.0,0.87,105.0,78.0,75.2,23.0,6.0,3.0,13.0,40.6,2.0,1.0,0.0,33.3,31.2,0.27,3.2,0.1,168.0,24.3,31.8,44.3,40.3,281.0,26.0,9.3,20.0,0.63,14.5
Alessio Cragno,it ITA,GK,Cagliari,Serie A,27,1994.0,30,30,2700,30.0,0,0,0,0,7,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,4,,,,286,658,43.5,,,,773,,,274,,,,,,,,,,,,,,,,0,10,,,,,,,,,,,,0,,0,,,,,,,7,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,127,0,0,,56.0,1.87,151.0,98.0,66.2,6.0,8.0,16.0,1.0,3.3,5.0,2.0,0.0,28.6,55.1,0.34,0.1,0.0,95.0,59.5,43.7,72.3,50.5,247.0,18.0,7.3,16.0,0.53,15.0
Karl Darlow,eng ENG,GK,Newcastle_United,Premier League,31,1990.0,8,8,720,8.0,0,0,0,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,75,172,43.6,,,,189,,,64,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,31,0,0,,15.0,1.87,37.0,25.0,64.9,0.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,10.6,0.24,-3.4,-0.42,29.0,64.6,49.8,78.1,59.8,69.0,8.0,11.6,4.0,0.5,14.9
