Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,GPK,PK,PKatt,CrdY,CrdR,Gls1,Ast1,GA,GPK11,GAPK,xG,npxG,xA,npxGxA,xG11,xA11,xGxA,npxG11,npxGxA1,Sh,SoT,SoT1,Sh90,SoT90,GSh,GSoT,Dist,FK,npxGSh,GxG,npGxG,Cmp,Att,Cmp1,TotDist,PrgDist,Cmp11,Att11,Cmp111,Cmp12,Att12,Cmp112,Cmp13,Att13,Cmp113,AxA,KP,Third,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out11,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive11,PassDead11,Drib11,Sh11,Fld11,Def11,Tkl,TklW,Def3rd,Mid3rd,Att3rd,Tkl11,Tkl1,Past,Succ,Succ1,Def3rd11,Mid3rd11,Att3rd11,ShSv,Pass,TklInt,Clr,Err,Touches,DefPen,AttPen,Succ11,Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec1,Prog11,CrdY2,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won1,GA.1,GA90,SoTA,Saves,Save1,W,D,L,CS,CS1,PKA,PKsv,PKm,Save111,PSxG,PSxG1SoT,PSxG1,ps,Thr,Launch1,AvgLen,Launch111,AvgLen11,Opp,Stp,Stp1,OPA,OPA90,AvgDist
Arthur Desmas,fr FRA,GK,Clermont_Foot,Ligue 1,28,1994.0,15,15,1304,14.5,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,39,146,26.7,,,,302,,,112,,,,,,,,,,,,,,,,0,4,,,,,,,,,,,,0,,0,,,,,,,3,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,61,0,0,,33.0,2.28,64.0,35.0,53.1,3.0,5.0,7.0,3.0,20.0,3.0,0.0,0.0,0.0,23.9,0.34,-8.1,-0.56,53.0,31.8,33.8,44.6,36.8,87.0,3.0,3.4,5.0,0.35,12.3
Javier Díaz,es ESP,GK,Sevilla,La Liga,24,1997.0,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,5,10,50.0,,,,30,,,3,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,,0,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,0,0,,1.0,1.0,2.0,1.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3,0.15,-0.7,-0.7,2.0,26.7,31.9,66.7,50.3,12.0,1.0,8.3,1.0,1.0,25.0
Stole Dimitrievski,mk MKD,GK,Rayo_Vallecano,La Liga,28,1993.0,25,24,2232,24.8,0,0,0,0,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,169,487,34.7,,,,577,,,182,,,,,,,,,,,,,,,,0,4,,,,,,,,,,,,0,,0,,,,,,,7,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,130,0,0,,29.0,1.17,89.0,67.0,75.3,9.0,6.0,9.0,6.0,25.0,7.0,2.0,0.0,22.2,32.0,0.28,4.0,0.16,115.0,60.0,47.5,77.5,58.1,194.0,18.0,9.3,12.0,0.48,12.7
Matías Dituro,ar ARG,GK,Celta_Vigo,La Liga,34,1987.0,32,32,2880,32.0,0,0,0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,299,707,42.3,,,,1000,,,236,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,170,0,0,,35.0,1.09,110.0,80.0,71.8,10.0,9.0,13.0,12.0,37.5,4.0,4.0,0.0,50.0,39.3,0.3,5.3,0.17,116.0,53.5,43.8,72.9,55.0,244.0,36.0,14.8,27.0,0.84,15.4
Ouparine Djoco,sn SEN,GK,Clermont_Foot,Ligue 1,23,1998.0,18,17,1576,17.5,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,93,264,35.2,,,,430,,,111,,,,,,,,,,,,,,,,0,5,,,,,,,,,,,,0,,0,,,,,,,3,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,2,101,0,0,,28.0,1.6,71.0,46.0,63.4,4.0,3.0,10.0,4.0,23.5,2.0,0.0,0.0,0.0,21.4,0.28,-4.6,-0.26,74.0,44.9,37.9,64.0,45.0,138.0,7.0,5.1,13.0,0.74,14.5
Marko Dmitrović,rs SRB,GK,Sevilla,La Liga,30,1992.0,5,5,450,5.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,16,43,37.2,,,,150,,,24,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,,0,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,25,0,0,,5.0,1.0,17.0,12.0,70.6,3.0,2.0,0.0,3.0,60.0,0.0,0.0,0.0,,5.2,0.31,0.2,0.05,22.0,22.7,30.4,37.5,39.7,40.0,3.0,7.5,9.0,1.8,19.0
Jaume Doménech,es ESP,GK,Valencia,La Liga,31,1990.0,3,2,253,2.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,31,62,50.0,,,,59,,,27,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,0,,0,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,16,0,0,,4.0,1.42,8.0,5.0,50.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.9,0.49,0.9,0.32,7.0,69.5,46.6,77.8,53.0,32.0,3.0,9.4,1.0,0.36,11.0
Gianluigi Donnarumma,it ITA,GK,Paris_Saint_Germain,Ligue 1,23,1999.0,15,15,1350,15.0,0,0,0,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,32,56,57.1,,,,318,,,81,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,59,0,0,,14.0,0.93,55.0,41.0,76.4,12.0,1.0,2.0,4.0,26.7,1.0,0.0,0.0,0.0,16.5,0.29,2.5,0.17,92.0,13.5,23.7,16.0,21.6,96.0,5.0,5.2,20.0,1.33,17.5
Bartłomiej Drągowski,pl POL,GK,Fiorentina,Serie A,24,1997.0,7,7,556,6.2,0,0,0,0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,53,119,44.5,,,,305,,,39,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,0,,0,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,28,0,0,,8.0,1.29,23.0,16.0,69.6,3.0,0.0,4.0,2.0,28.6,1.0,1.0,0.0,50.0,8.3,0.28,0.3,0.05,23.0,33.1,33.9,46.2,43.6,31.0,5.0,16.1,13.0,2.1,17.7
Matthieu Dreyer,fr FRA,GK,Lorient,Ligue 1,33,1989.0,10,10,900,10.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,57,161,35.4,,,,195,,,86,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,,0,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,37,0,0,,14.0,1.4,33.0,20.0,60.6,4.0,2.0,4.0,5.0,50.0,1.0,0.0,0.0,0.0,11.4,0.32,-2.6,-0.26,21.0,47.2,40.4,80.2,53.9,94.0,4.0,4.3,1.0,0.1,12.5
Martin Dúbravka,sk SVK,GK,Newcastle_United,Premier League,33,1989.0,20,20,1800,20.0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,176,393,44.8,,,,451,,,181,,,,,,,,,,,,,,,,0,5,,,,,,,,,,,,0,,0,,,,,,,5,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,82,0,0,,28.0,1.4,76.0,48.0,64.5,9.0,4.0,7.0,5.0,25.0,1.0,0.0,0.0,0.0,29.4,0.38,2.4,0.12,64.0,50.8,41.7,90.6,62.6,167.0,13.0,7.8,6.0,0.3,12.0
Ederson,br BRA,GK,Manchester_City,Premier League,28,1993.0,30,30,2700,30.0,0,0,0,0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,118,212,55.7,,,,799,,,114,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,0,,0,,,,,,,7,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,101,0,0,,20.0,0.67,69.0,48.0,72.5,22.0,5.0,3.0,17.0,56.7,1.0,0.0,0.0,0.0,18.6,0.26,-1.4,-0.05,125.0,23.2,29.7,23.7,31.2,144.0,14.0,9.7,27.0,0.9,16.6
Aarón Escandell,es ESP,GK,Granada,La Liga,26,1995.0,4,3,284,3.2,0,0,0,0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,39,89,43.8,,,,88,,,37,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,,0,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,24,0,0,,6.0,1.9,14.0,10.0,71.4,0.0,2.0,1.0,1.0,33.3,2.0,0.0,0.0,0.0,4.2,0.19,-1.8,-0.58,13.0,68.2,48.1,78.4,54.3,26.0,2.0,7.7,7.0,2.22,14.5
Michael Esser,de GER,GK,Bochum,Bundesliga,34,1987.0,2,2,180,2.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,15,56,26.8,,,,64,,,26,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,0,,0,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,0,0,,4.0,2.0,8.0,5.0,62.5,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5,0.32,-0.5,-0.24,6.0,57.8,42.7,73.1,48.6,23.0,0.0,0.0,0.0,0.0,9.1
Łukasz Fabiański,pl POL,GK,West_Ham,Premier League,37,1985.0,32,32,2880,32.0,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1,,,,211,512,41.2,,,,604,,,231,,,,,,,,,,,,,,,,0,7,,,,,,,,,,,,0,,0,,,,,,,5,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,116,0,0,,42.0,1.31,129.0,85.0,69.0,15.0,7.0,10.0,7.0,21.9,2.0,1.0,1.0,33.3,41.7,0.31,0.7,0.02,120.0,56.8,44.4,73.2,54.0,293.0,11.0,3.8,6.0,0.19,11.8
Wladimiro Falcone,it ITA,GK,Sampdoria,Serie A,27,1995.0,10,9,855,9.5,0,0,0,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,65,168,38.7,,,,284,,,74,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,,0,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,48,0,0,,14.0,1.47,53.0,41.0,75.5,2.0,1.0,6.0,2.0,22.2,1.0,0.0,0.0,0.0,15.7,0.28,2.7,0.29,44.0,40.5,36.7,71.6,49.1,108.0,9.0,8.3,1.0,0.11,11.9
Wuilker Faríñez,ve VEN,GK,Lens,Ligue 1,24,1998.0,8,7,675,7.5,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,21,65,32.3,,,,139,,,54,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,,0,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,41,0,0,,10.0,1.33,27.0,18.0,66.7,4.0,2.0,1.0,2.0,28.6,1.0,0.0,0.0,0.0,7.7,0.26,-2.3,-0.3,33.0,38.1,32.9,22.2,24.9,61.0,0.0,0.0,8.0,1.07,15.1
Aitor Fernández,es ESP,GK,Levante,La Liga,30,1991.0,13,13,1166,13.0,0,0,0,0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,73,174,42.0,,,,290,,,91,,,,,,,,,,,,,,,,0,8,,,,,,,,,,,,0,,0,,,,,,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,51,0,0,,29.0,2.24,79.0,51.0,64.6,1.0,5.0,7.0,2.0,15.4,1.0,1.0,0.0,50.0,24.9,0.29,-4.1,-0.32,62.0,46.2,40.2,44.0,36.4,111.0,5.0,4.5,11.0,0.85,16.3
Álvaro Fernández,es ESP,GK,Brentford,Premier League,24,1998.0,12,12,1080,12.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,82,247,33.2,,,,417,,,83,,,,,,,,,,,,,,,,0,5,,,,,,,,,,,,0,,0,,,,,,,3,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,68,0,0,,24.0,2.0,67.0,46.0,65.7,3.0,2.0,7.0,1.0,8.3,1.0,0.0,0.0,0.0,24.7,0.36,2.7,0.23,56.0,48.0,38.6,56.6,41.0,123.0,7.0,5.7,10.0,0.83,14.3
Vincenzo Fiorillo,it ITA,GK,Salernitana,Serie A,32,1990.0,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,11,19,57.9,,,,20,,,11,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,0,,0,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,0,0,,5.0,5.0,8.0,3.0,37.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,2.6,0.33,-2.4,-2.38,4.0,50.0,41.3,81.8,53.3,7.0,1.0,14.3,0.0,0.0,10.0
Mark Flekken,nl NED,GK,Freiburg,Bundesliga,28,1993.0,28,28,2520,28.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1,,,,259,626,41.4,,,,968,,,213,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,0,,0,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,148,0,0,,27.0,0.96,121.0,96.0,78.5,14.0,8.0,6.0,10.0,35.7,1.0,0.0,0.0,0.0,30.8,0.26,4.8,0.17,104.0,47.9,42.9,76.1,62.5,256.0,15.0,5.9,23.0,0.82,15.3
Fraser Forster,eng ENG,GK,Southampton,Premier League,34,1988.0,15,15,1350,15.0,0,0,0,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,100,302,33.1,,,,373,,,115,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,0,,0,,,,,,,3,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,67,0,0,,26.0,1.73,77.0,54.0,68.8,6.0,4.0,5.0,3.0,20.0,2.0,0.0,0.0,0.0,26.3,0.32,1.3,0.09,55.0,55.5,45.1,82.6,57.2,148.0,15.0,10.1,10.0,0.67,13.1
Ben Foster,eng ENG,GK,Watford,Premier League,39,1983.0,21,21,1890,21.0,0,1,0,0,2,0,0,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,189,541,34.9,,,,525,,,185,,,,,,,,,,,,,,,,0,4,,,,,,,,,,,,0,,0,,,,,,,4,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,107,0,0,,36.0,1.71,80.0,45.0,56.3,5.0,4.0,12.0,3.0,14.3,1.0,1.0,0.0,50.0,31.0,0.37,-4.0,-0.19,57.0,71.2,51.6,90.3,64.5,212.0,11.0,5.2,23.0,1.1,15.8
Marius Funk,de GER,GK,Greuther_Fuerth,Bundesliga,26,1996.0,8,8,720,8.0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.02,0.02,0.0,0.02,,,,,,,,,0,,,,70,193,36.3,,,,293,,,69,,,,,,,,,,,,,,,,0,4,,,,,,,,,,,,0,,0,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,2,37,0,0,,30.0,3.75,52.0,26.0,46.2,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,24.4,0.44,-3.6,-0.46,28.0,49.5,42.1,69.6,53.8,51.0,3.0,5.9,12.0,1.5,17.0
Gauthier Gallon,fr FRA,GK,Troyes,Ligue 1,28,1993.0,30,30,2700,30.0,0,0,0,0,8,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,212,501,42.3,,,,778,,,242,,,,,,,,,,,,,,,,0,7,,,,,,,,,,,,0,,0,,,,,,,8,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,153,0,0,,42.0,1.4,119.0,86.0,71.4,8.0,8.0,14.0,8.0,26.7,8.0,0.0,0.0,0.0,38.6,0.26,-1.4,-0.05,151.0,46.0,38.8,59.1,43.5,276.0,18.0,6.5,13.0,0.43,12.7
Joan García,es ESP,GK,Espanyol,La Liga,20,2001.0,2,1,108,1.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,4,12,33.3,,,,31,,,2,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,,0,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,0,0,,3.0,2.5,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.2,0.39,-1.8,-1.53,9.0,32.3,31.4,100.0,71.5,11.0,2.0,18.2,2.0,1.67,18.6
David de Gea,es ESP,GK,Manchester_United,Premier League,31,1990.0,33,33,2970,33.0,0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,123,334,36.8,,,,534,,,261,,,,,,,,,,,,,,,,0,6,,,,,,,,,,,,0,,0,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,96,0,0,,48.0,1.45,153.0,108.0,69.9,15.0,9.0,9.0,7.0,21.2,2.0,3.0,0.0,60.0,53.4,0.33,8.4,0.25,110.0,37.6,35.4,51.0,42.3,250.0,8.0,3.2,8.0,0.24,13.8
Luca Gemello,it ITA,GK,Torino,Serie A,21,2000.0,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,9,28,32.1,,,,31,,,3,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,,0,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,0,0,,0.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.8,0.2,0.8,0.8,1.0,80.6,51.8,100.0,60.7,4.0,0.0,0.0,0.0,0.0,12.0
Rafał Gikiewicz,pl POL,GK,Augsburg,Bundesliga,34,1987.0,30,30,2700,30.0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1,,,,232,594,39.1,,,,855,,,256,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,0,,0,,,,,,,6,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,167,0,0,,47.0,1.57,132.0,87.0,66.7,8.0,8.0,14.0,8.0,26.7,3.0,0.0,0.0,0.0,42.9,0.31,-2.1,-0.07,122.0,48.9,40.5,68.8,51.5,269.0,19.0,7.1,32.0,1.07,16.0
Alfred Gomis,sn SEN,GK,Rennes,Ligue 1,28,1993.0,22,22,1980,22.0,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,130,285,45.6,,,,555,,,134,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,0,,0,,,,,,,4,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,132,0,0,,21.0,0.95,55.0,37.0,69.1,13.0,4.0,5.0,9.0,40.9,4.0,0.0,0.0,0.0,21.0,0.34,1.0,0.05,101.0,35.0,33.9,67.9,51.0,210.0,11.0,5.2,14.0,0.64,14.7
Jens Grahl,de GER,GK,Eintracht_Frankfurt,Bundesliga,33,1988.0,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,2,6,33.3,,,,19,,,11,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,,0,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,0,,2.0,2.0,4.0,2.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.1,0.27,-0.9,-0.91,5.0,10.5,26.1,36.4,40.5,9.0,1.0,11.1,0.0,0.0,13.0
Ivo Grbić,hr CRO,GK,Lille,Ligue 1,26,1996.0,21,21,1890,21.0,0,0,0,0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1,,,,110,287,38.3,,,,419,,,164,,,,,,,,,,,,,,,,0,6,,,,,,,,,,,,0,,0,,,,,,,9,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,74,0,0,,28.0,1.33,88.0,63.0,70.5,8.0,7.0,6.0,2.0,9.5,2.0,0.0,0.0,0.0,27.2,0.29,0.2,0.01,85.0,44.6,38.7,61.0,46.2,203.0,21.0,10.3,13.0,0.62,14.5
Etienne Green,eng ENG,GK,Saint-Etienne,Ligue 1,21,2000.0,15,15,1197,13.3,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.02,0.02,0.0,0.02,,,,,,,,,1,,,,75,188,39.9,,,,295,,,109,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,0,,0,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,2,63,0,0,,27.0,2.03,67.0,43.0,61.2,2.0,5.0,8.0,1.0,6.7,1.0,0.0,0.0,0.0,20.6,0.29,-4.4,-0.33,65.0,41.7,37.9,59.6,47.4,112.0,9.0,8.0,8.0,0.6,14.5
Dominik Greif,sk SVK,GK,Mallorca,La Liga,25,1997.0,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1,,,,2,13,15.4,,,,21,,,10,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,,0,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,0,0,,3.0,3.0,6.0,3.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.1,0.19,-1.9,-1.87,6.0,42.9,37.8,40.0,37.4,8.0,0.0,0.0,1.0,1.0,13.0
Lennart Grill,de GER,GK,Bayer_Leverkusen,Bundesliga,23,1999.0,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,4,17,23.5,,,,36,,,9,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,,0,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,5,0,0,,2.0,2.0,6.0,5.0,66.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.1,0.19,0.1,0.15,6.0,30.6,32.1,66.7,47.9,8.0,0.0,0.0,0.0,0.0,7.9
Vicente Guaita,es ESP,GK,Crystal_Palace,Premier League,35,1987.0,26,26,2295,25.5,0,0,0,0,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1,,,,138,302,45.7,,,,640,,,173,,,,,,,,,,,,,,,,0,9,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,125,0,0,,31.0,1.22,100.0,72.0,72.0,7.0,10.0,9.0,9.0,34.6,3.0,0.0,0.0,0.0,27.1,0.25,-3.9,-0.15,134.0,34.8,32.9,45.7,36.9,194.0,14.0,7.2,13.0,0.51,14.1
