Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,26,1995,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.1,1.4,0.02,0.10,0.12,0.02,0.12,6,3,50.0,0.50,0.25,0.00,0.00,16.4,0,0.05,-0.3,-0.3,411,557,73.8,7411,3600,175,200,87.5,188,230,81.7,38,104,36.5,-1.1,17,31,11,3,39,407,150,0,63,19,22,22,15,5,2,268,116,173,352,47,42,107,2,1,3,21,18,29,2.64,12,12,0,4,0,1,0.09,0,1,0,0,0,0,25,15,16,8,1,11,47.8,12,35,28.2,66,29,29,0,12,50,34,1,672,43,12,44.4,4,0,304,0,5,5,323,306,94.7,14,0,7,0,0,0,102,15,17,46.9
Oussama Targhalline,ma MAR,FW,Marseille,fr Ligue 1,19,2002,2,0,5,0.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,7,7,100.0,89,12,5,5,100.0,2,2,100.0,0,0,,0.0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,6,1,0,1,6,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,1,4,0,0,0,0,0,0,8,0,0,,0,0,5,0,0,0,7,7,100.0,1,0,2,0,0,0,0,0,0,
James Tarkowski,eng ENG,DF,Burnley,eng Premier League,29,1992,30,30,2700,30.0,1,2,1,0,0,9,0,0.03,0.07,0.10,0.03,0.10,1.7,1.7,0.5,2.3,0.06,0.02,0.08,0.06,0.08,19,5,26.3,0.63,0.17,0.05,0.20,8.5,0,0.09,-0.7,-0.7,647,919,70.4,16362,6483,157,208,75.5,293,381,76.9,190,312,60.9,+1.5,6,73,10,0,71,904,15,1,151,44,2,0,0,0,0,403,117,399,105,579,143,4,3,2,37,21,8,19,0.66,16,0,0,0,1,2,0.07,2,0,0,0,0,0,57,36,42,14,1,27,56.3,21,77,34.5,149,64,10,3,23,124,188,5,1323,268,59,77.8,7,0,485,0,11,3,612,564,92.2,9,0,29,0,0,0,308,140,67,67.6
Ciprian Tătărușanu,ro ROU,GK,Milan,it Serie A,36,1986,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,162,206,78.6,4995,3138,24,24,100.0,75,75,100.0,63,107,58.9,0.0,0,0,0,0,0,157,49,0,7,5,0,0,0,0,0,113,13,80,26,160,0,0,13,0,2,3,1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,1,0,0,0,0,0,0,1,217,193,0,,0,0,115,0,0,0,125,124,99.2,0,0,0,0,0,0,19,0,0,
Niklas Tauer,de GER,"DF,MF",Mainz 05,de Bundesliga,21,2001,9,6,465,5.2,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.05,0.00,0.05,0.05,0.05,2,2,100.0,0.39,0.39,0.00,0.00,19.4,0,0.12,-0.2,-0.2,144,190,75.8,2654,793,64,80,80.0,58,73,79.5,20,29,69.0,0.0,0,6,1,0,10,179,11,0,24,1,2,0,0,0,0,117,31,42,32,117,23,8,0,0,2,3,7,4,0.77,3,0,0,0,1,1,0.19,1,0,0,0,0,0,17,9,7,10,0,7,63.6,4,29,28.4,48,46,8,0,5,33,14,0,252,12,3,,0,0,102,1,1,3,117,106,90.6,3,0,7,0,0,0,73,11,11,50.0
Nuno Tavares,pt POR,DF,Arsenal,eng Premier League,22,2000,18,10,920,10.2,1,1,1,0,0,2,0,0.10,0.10,0.20,0.10,0.20,0.7,0.7,0.9,1.6,0.08,0.09,0.17,0.08,0.17,21,2,9.5,2.05,0.20,0.05,0.50,21.7,0,0.03,-0.7,-0.7,447,540,82.8,7693,2308,227,251,90.4,177,203,87.2,38,64,59.4,+0.1,7,20,8,5,20,454,86,0,55,21,25,0,0,0,0,355,110,75,359,78,12,78,1,1,6,15,22,18,1.95,11,0,2,2,2,3,0.33,2,0,0,1,0,0,14,11,6,5,3,2,25.0,6,30,27.3,43,40,27,0,10,35,23,1,670,32,34,54.8,17,0,446,10,11,11,453,421,92.9,30,0,20,0,0,0,70,21,15,58.3
Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,28,1993,25,24,2191,24.3,0,2,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.2,0.2,2.4,2.6,0.01,0.10,0.11,0.01,0.11,7,0,0.0,0.29,0.00,0.00,,21.6,0,0.03,-0.2,-0.2,733,1030,71.2,13802,5956,346,393,88.0,270,345,78.3,104,241,43.2,-0.4,15,48,17,11,67,801,229,1,144,19,50,0,0,0,0,417,266,347,680,32,59,221,1,10,23,26,46,33,1.41,25,2,1,5,0,5,0.21,3,1,0,0,1,0,42,20,25,15,2,22,59.5,15,50,27.5,95,66,21,0,63,105,73,1,1333,133,10,51.1,27,1,636,2,13,16,627,592,94.4,17,0,17,0,0,0,214,54,23,70.1
Loum Tchaouna,fr FRA,"FW,MF",Rennes,fr Ligue 1,18,2003,10,0,87,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.18,0.14,0.32,0.18,0.32,2,1,50.0,2.07,1.03,0.00,0.00,16.8,0,0.09,-0.2,-0.2,26,40,65.0,447,94,13,18,72.2,9,15,60.0,3,5,60.0,-0.1,2,1,1,1,0,36,4,0,8,0,3,1,1,0,0,22,10,8,29,4,4,1,0,0,1,2,1,3,3.10,2,1,0,0,0,0,0.00,0,0,0,0,0,0,3,0,0,3,0,1,20.0,4,7,21.9,3,20,9,0,3,5,0,0,56,0,2,25.0,3,0,35,0,4,1,47,36,76.6,9,0,1,0,0,0,10,2,0,100.0
Warren Tchimbembé,cg CGO,MF,Metz,fr Ligue 1,24,1998,9,1,205,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03,0,0,,0.00,0.00,,,,0,,0.0,0.0,84,96,87.5,1667,379,32,35,91.4,38,40,95.0,13,20,65.0,-0.1,2,9,2,1,6,90,6,0,8,5,1,2,0,1,0,73,7,16,59,33,2,0,0,0,2,1,0,4,1.76,4,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,1,1,0,1,25.0,3,11,25.6,13,23,7,0,4,4,0,0,119,6,1,33.3,2,0,81,0,3,6,100,86,86.0,6,0,2,0,0,0,17,2,1,66.7
Aurélien Tchouaméni,fr FRA,MF,Monaco,fr Ligue 1,22,2000,32,30,2659,29.5,1,1,1,0,0,10,1,0.03,0.03,0.07,0.03,0.07,1.9,1.9,2.3,4.2,0.07,0.08,0.15,0.07,0.15,48,8,16.7,1.62,0.27,0.02,0.13,21.5,0,0.04,-0.9,-0.9,1615,1855,87.1,32497,8335,592,658,90.0,744,827,90.0,262,328,79.9,-1.3,19,156,29,6,164,1800,55,3,296,49,20,0,0,0,0,1459,159,237,182,1517,88,2,7,6,19,44,23,59,2.06,39,1,7,3,4,7,0.24,7,0,0,0,0,0,89,60,38,46,5,26,45.6,31,186,36.0,147,288,82,0,20,190,38,0,2195,69,41,74.4,30,0,1486,3,15,43,1620,1529,94.4,45,1,51,0,0,0,332,77,31,71.3
Mathys Tel,fr FRA,"FW,MF",Rennes,fr Ligue 1,16,2005,6,0,46,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.41,0.16,0.57,0.41,0.57,2,1,50.0,3.91,1.96,0.00,0.00,17.9,1,0.10,-0.2,-0.2,16,24,66.7,321,91,8,10,80.0,4,7,57.1,4,5,80.0,-0.1,1,1,0,0,1,23,1,0,2,1,2,1,1,0,0,15,1,8,4,18,2,0,0,0,1,3,1,2,3.91,1,1,0,0,0,0,0.00,0,0,0,0,0,0,3,2,3,0,0,0,,0,5,27.8,9,4,5,0,1,6,2,0,35,1,1,33.3,1,0,24,0,1,1,29,19,65.5,0,0,5,0,0,0,5,1,0,100.0
Jordan Tell,fr FRA,FW,Clermont Foot,fr Ligue 1,24,1997,15,1,290,3.2,1,1,1,0,0,1,0,0.31,0.31,0.62,0.31,0.62,1.0,1.0,1.0,2.0,0.30,0.31,0.61,0.30,0.61,7,3,42.9,2.17,0.93,0.14,0.33,11.8,0,0.14,0.0,0.0,70,85,82.4,1045,162,42,44,95.5,21,27,77.8,5,6,83.3,0.0,3,3,1,0,3,80,5,0,19,1,1,0,0,0,0,61,18,6,29,46,4,2,0,0,0,2,4,6,1.86,5,0,0,0,1,1,0.31,1,0,0,0,0,0,6,3,0,4,2,0,,0,14,20.9,11,21,35,0,4,7,1,0,135,0,11,20.0,3,0,95,2,13,11,165,97,58.8,19,0,3,0,0,0,17,7,8,46.7
Nathan Tella,eng ENG,"MF,FW",Southampton,eng Premier League,22,1999,11,7,590,6.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.7,1.2,0.07,0.11,0.18,0.07,0.18,10,4,40.0,1.53,0.61,0.00,0.00,20.2,0,0.05,-0.5,-0.5,85,139,61.2,1220,330,55,67,82.1,24,42,57.1,4,17,23.5,-0.7,5,5,3,2,8,133,6,0,30,2,8,2,0,0,0,92,18,29,33,89,10,2,0,1,2,4,10,12,1.83,8,0,2,2,0,0,0.00,0,0,0,0,0,0,8,3,3,5,0,2,14.3,12,56,28.7,35,90,70,0,14,21,4,0,260,7,20,40.7,13,1,184,5,29,18,244,150,61.5,29,0,18,0,0,0,61,6,19,24.0
Alex Telles,br BRA,DF,Manchester Utd,eng Premier League,29,1992,17,14,1300,14.4,0,3,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21,0.4,0.4,1.3,1.7,0.03,0.10,0.13,0.03,0.13,9,3,33.3,0.62,0.21,0.00,0.00,22.1,4,0.05,-0.4,-0.4,654,879,74.4,10590,4302,338,383,88.3,256,315,81.3,47,144,32.6,+1.7,21,40,14,6,48,728,151,0,111,23,56,36,17,15,2,518,157,204,686,50,24,102,3,4,10,34,25,33,2.45,19,12,0,1,0,4,0.30,0,3,0,0,1,0,37,22,28,8,1,14,53.8,12,46,33.3,71,48,19,0,17,63,37,2,1028,47,22,50.0,6,0,611,1,12,11,680,631,92.8,37,0,24,0,1,0,104,26,18,59.1
Cristian Tello,es ESP,"FW,MF",Betis,es La Liga,30,1991,21,4,756,8.4,2,2,2,0,0,2,0,0.24,0.24,0.48,0.24,0.48,1.7,1.7,2.0,3.7,0.20,0.23,0.44,0.20,0.44,29,9,31.0,3.45,1.07,0.07,0.22,20.4,2,0.06,+0.3,+0.3,264,343,77.0,4256,1084,140,166,84.3,90,112,80.4,24,39,61.5,0.0,16,11,10,4,22,335,8,0,56,6,14,3,1,2,0,251,57,35,73,249,12,4,2,1,1,16,15,32,3.81,23,0,4,0,1,2,0.24,2,0,0,0,0,0,14,7,6,5,3,10,40.0,15,33,21.3,41,69,45,0,12,25,5,0,458,10,37,48.0,12,2,318,11,16,14,413,334,80.9,63,0,12,0,0,0,67,4,6,40.0
Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,26,1996,10,9,837,9.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.02,0.01,0.03,0.02,0.03,4,1,25.0,0.43,0.11,0.00,0.00,18.6,0,0.05,-0.2,-0.2,220,354,62.1,4271,2370,89,114,78.1,101,140,72.1,28,82,34.1,-0.1,2,23,3,0,25,259,95,0,41,3,8,0,0,0,0,107,99,148,8,207,36,93,1,0,12,13,19,6,0.65,3,1,0,0,1,0,0.00,0,0,0,0,0,0,34,19,26,5,3,15,60.0,10,40,26.3,81,57,14,0,13,61,42,1,483,42,5,87.5,7,2,183,1,7,4,183,170,92.9,6,0,5,0,0,0,83,21,20,51.2
Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,29,1992,30,30,2700,30.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,971,1125,86.3,26029,14931,177,179,98.9,486,493,98.6,300,444,67.6,-0.1,1,8,0,0,2,888,237,1,87,22,0,0,0,0,0,781,44,300,231,756,0,0,124,4,12,12,2,6,0.20,4,2,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,50.0,2,0,0,0,0,0,0,2,1181,1022,0,100.0,1,0,697,0,0,0,719,717,99.7,0,0,0,0,0,0,114,0,0,
Filippo Terracciano,it ITA,DF,Hellas Verona,it Serie A,19,2003,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,3,5,60.0,37,18,2,2,100.0,1,2,50.0,0,1,0.0,0.0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,2,0,3,1,1,0,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,1,0,0,0,1,0,1,0,7,0,1,,0,0,1,0,0,0,2,2,100.0,1,0,0,0,0,0,1,1,0,100.0
Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,32,1990,26,25,2322,25.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,1015,1255,80.9,30963,16039,135,136,99.3,438,443,98.9,440,671,65.6,0.0,1,15,1,0,1,1035,220,0,104,71,0,0,0,0,0,725,71,459,184,926,0,0,111,2,16,13,4,3,0.12,2,1,0,0,0,1,0.04,0,1,0,0,0,0,0,0,0,0,0,0,0.0,4,1,33.3,3,0,0,0,0,0,0,0,1326,1149,0,,0,0,797,0,0,2,865,858,99.2,0,0,0,0,0,0,126,0,0,
Martin Terrier,fr FRA,"FW,MF",Rennes,fr Ligue 1,25,1997,32,32,2356,26.2,20,0,18,2,2,1,0,0.76,0.00,0.76,0.69,0.69,12.5,11.0,2.9,13.9,0.48,0.11,0.59,0.42,0.53,71,39,54.9,2.71,1.49,0.25,0.46,14.4,0,0.16,+7.5,+7.0,634,806,78.7,10405,2224,337,392,86.0,199,262,76.0,72,100,72.0,-2.9,31,44,32,7,77,789,17,1,208,23,31,0,0,0,0,588,118,100,52,668,34,1,12,8,11,31,23,84,3.21,59,0,6,5,6,12,0.46,8,0,1,1,2,0,42,29,12,13,17,11,31.4,24,145,30.1,86,189,207,0,27,59,16,0,1117,18,130,57.4,29,3,784,27,41,44,1188,847,71.3,205,0,29,1,0,0,124,49,47,51.0
Aleksa Terzić,rs SRB,DF,Fiorentina,it Serie A,22,1999,11,1,231,2.6,0,1,0,0,0,1,0,0.00,0.39,0.39,0.00,0.39,0.0,0.0,0.4,0.4,0.00,0.15,0.15,0.00,0.15,0,0,,0.00,0.00,,,,0,,0.0,0.0,178,215,82.8,3418,1206,77,82,93.9,75,86,87.2,25,41,61.0,+0.6,4,6,7,5,10,174,41,0,26,8,10,12,2,5,0,140,35,40,167,20,1,21,0,1,1,4,5,4,1.56,4,0,0,0,0,1,0.39,1,0,0,0,0,0,9,4,5,3,1,4,57.1,3,18,40.9,24,13,7,0,6,19,4,0,246,11,2,25.0,2,0,151,0,2,4,163,152,93.3,6,0,5,0,0,0,23,7,5,58.3
Robert Tesche,de GER,MF,Bochum,de Bundesliga,34,1987,9,4,286,3.2,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,1,0,0.0,0.31,0.00,0.00,,7.1,0,0.03,0.0,0.0,113,133,85.0,2341,488,46,53,86.8,45,48,93.8,22,29,75.9,0.0,0,12,1,0,13,132,1,0,11,10,1,0,0,0,0,96,16,21,18,107,6,0,1,1,3,5,3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,6,3,3,2,1,4,57.1,3,15,35.7,16,20,6,1,3,13,7,1,161,11,2,,0,0,92,0,0,3,127,114,89.8,0,0,3,0,0,0,18,3,6,33.3
Tanner Tessmann,us USA,MF,Venezia,it Serie A,20,2001,19,6,662,7.4,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.1,0.9,0.11,0.02,0.12,0.11,0.12,8,3,37.5,1.09,0.41,0.00,0.00,15.8,0,0.10,-0.8,-0.8,160,212,75.5,3313,932,67,81,82.7,62,74,83.8,29,49,59.2,-0.1,3,18,1,0,16,206,6,0,45,11,3,0,0,0,0,144,18,50,48,152,7,0,1,1,11,9,5,7,0.95,5,0,2,0,0,1,0.14,1,0,0,0,0,0,9,5,3,5,1,3,27.3,8,39,23.8,74,74,16,1,14,26,22,0,320,42,8,75.0,11,1,204,2,9,10,198,173,87.4,16,0,9,0,0,0,62,6,18,25.0
Tetê,br BRA,FW,Lyon,fr Ligue 1,22,2000,5,4,291,3.2,1,1,1,0,0,1,0,0.31,0.31,0.62,0.31,0.62,0.1,0.1,0.3,0.4,0.05,0.12,0.17,0.05,0.17,6,4,66.7,1.86,1.24,0.17,0.25,18.3,0,0.02,+0.9,+0.9,62,82,75.6,992,233,27,32,84.4,26,32,81.3,5,9,55.6,+0.7,2,5,3,0,10,80,2,0,15,1,5,1,0,1,0,66,7,9,67,11,2,0,0,0,0,3,6,9,3.55,7,0,1,1,0,3,1.18,2,0,1,0,0,0,3,3,2,1,0,0,0.0,5,9,20.9,12,23,8,0,5,6,2,0,119,4,10,66.7,10,2,103,1,6,2,109,91,83.5,16,0,4,0,0,0,12,4,5,44.4
Cedric Teuchert,de GER,"MF,FW",Union Berlin,de Bundesliga,25,1997,6,0,105,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.19,0.06,0.25,0.19,0.25,3,1,33.3,2.57,0.86,0.00,0.00,14.7,0,0.07,-0.2,-0.2,20,30,66.7,365,76,6,7,85.7,12,14,85.7,1,4,25.0,-0.1,2,3,0,0,1,28,2,0,11,1,1,0,0,0,0,24,5,1,5,23,0,0,0,1,0,0,3,3,2.57,2,0,0,0,0,0,0.00,0,0,0,0,0,0,4,1,3,1,0,1,20.0,4,12,37.5,11,17,4,0,2,5,0,0,49,1,7,0.0,0,0,33,0,2,3,38,26,68.4,6,0,1,0,0,0,11,2,2,50.0
Arthur Theate,be BEL,DF,Bologna,it Serie A,21,2000,26,24,2156,24.0,2,1,2,0,0,6,0,0.08,0.04,0.13,0.08,0.13,1.4,1.4,0.3,1.7,0.06,0.01,0.07,0.06,0.07,20,5,25.0,0.83,0.21,0.10,0.40,17.0,0,0.07,+0.6,+0.6,1109,1332,83.3,22476,7951,399,441,90.5,535,602,88.9,168,260,64.6,+0.7,6,106,8,2,81,1276,56,1,141,23,10,0,0,0,0,1015,96,221,1030,205,57,22,0,1,25,25,25,18,0.75,17,0,1,0,0,1,0.04,1,0,0,0,0,0,37,23,28,5,4,15,45.5,18,92,31.3,156,105,33,1,24,104,58,0,1545,147,20,57.1,14,0,1042,0,13,6,1073,1050,97.9,9,0,26,0,1,0,209,37,41,47.4
Jan Thielmann,de GER,"MF,FW",Köln,de Bundesliga,19,2002,27,8,1060,11.8,2,2,2,0,0,5,0,0.17,0.17,0.34,0.17,0.34,0.6,0.6,1.8,2.4,0.05,0.16,0.20,0.05,0.20,14,5,35.7,1.19,0.42,0.14,0.40,24.5,0,0.04,+0.4,+0.4,222,371,59.8,4309,1243,85,130,65.4,90,133,67.7,40,71,56.3,+0.2,16,12,19,11,28,355,16,1,86,16,34,0,0,0,0,191,97,83,33,287,26,10,2,5,11,17,39,33,2.85,30,1,2,0,0,6,0.52,5,0,1,0,0,0,29,15,10,14,5,10,47.6,11,86,31.5,52,116,105,0,28,50,12,0,557,20,18,48.3,18,1,366,3,36,25,470,318,67.7,71,0,11,0,0,0,107,14,28,33.3
Sada Thioub,sn SEN,MF,Angers,fr Ligue 1,26,1995,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,2,4,50.0,15,0,2,3,66.7,0,0,,0,0,,0.0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,2,1,1,0,3,0,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,100.0,0,0,1,0,0,0,0,0,6,0,0,,0,0,3,0,0,1,6,5,83.3,0,0,0,0,0,0,0,1,0,100.0
Sada Thioub,sn SEN,DF,Saint-Étienne,fr Ligue 1,26,1995,14,10,870,9.7,0,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.1,0.1,1.0,1.1,0.01,0.10,0.11,0.01,0.11,4,0,0.0,0.41,0.00,0.00,,19.7,0,0.03,-0.1,-0.1,373,482,77.4,6147,2387,202,231,87.4,130,160,81.3,34,70,48.6,0.0,9,24,12,4,36,411,71,1,78,10,26,0,0,0,0,302,93,87,65,335,7,67,2,3,14,14,14,17,1.76,13,0,2,0,1,2,0.21,2,0,0,0,0,0,14,10,4,9,1,4,33.3,8,54,30.9,62,75,38,0,10,27,10,0,566,21,17,54.2,13,0,394,9,13,11,427,371,86.9,15,0,6,0,0,0,72,8,9,47.1
Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,20,2001,20,19,1732,19.2,0,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,0.2,0.2,1.6,1.7,0.01,0.08,0.09,0.01,0.09,4,0,0.0,0.21,0.00,0.00,,18.6,0,0.05,-0.2,-0.2,940,1167,80.5,14981,5539,481,527,91.3,394,468,84.2,49,119,41.2,-0.6,10,58,13,1,66,941,226,3,154,9,22,2,0,2,0,711,259,197,795,77,64,205,3,1,14,35,34,19,0.99,13,4,0,0,1,1,0.05,1,0,0,0,0,0,45,27,31,10,4,20,43.5,26,93,29.6,165,113,36,1,36,84,48,1,1415,82,18,53.8,18,0,789,4,24,21,843,802,95.1,28,0,16,0,0,0,178,29,38,43.3
Romain Thomas,fr FRA,DF,Angers,fr Ligue 1,33,1988,26,25,2234,24.8,2,0,2,0,0,8,0,0.08,0.00,0.08,0.08,0.08,2.0,2.0,0.1,2.1,0.08,0.00,0.08,0.08,0.08,13,4,30.8,0.52,0.16,0.15,0.50,7.3,0,0.15,0.0,0.0,1298,1469,88.4,29800,10425,302,321,94.1,700,751,93.2,284,374,75.9,-0.1,2,67,0,0,70,1415,54,0,124,77,0,0,0,0,0,1144,102,223,1222,142,64,7,2,1,22,18,11,11,0.44,11,0,0,0,0,0,0.00,0,0,0,0,0,0,56,35,37,19,0,25,52.1,23,101,37.3,171,88,12,0,23,97,122,1,1723,250,25,100.0,3,0,1107,0,3,3,1209,1183,97.8,2,0,35,0,0,0,200,65,34,65.7
Adrien Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,28,1993,26,22,1991,22.1,7,4,7,0,0,2,1,0.32,0.18,0.50,0.32,0.50,6.0,6.0,3.6,9.6,0.27,0.16,0.44,0.27,0.44,41,14,34.1,1.85,0.63,0.17,0.50,15.6,0,0.15,+1.0,+1.0,854,1107,77.1,14674,3619,415,493,84.2,336,401,83.8,84,147,57.1,+0.4,28,81,30,9,93,1061,46,5,213,18,48,7,1,2,0,808,154,145,204,827,42,15,7,5,16,49,44,74,3.35,54,4,8,2,1,9,0.41,6,0,1,2,0,0,55,28,18,23,14,28,32.2,59,170,26.3,154,280,213,0,49,97,14,0,1426,24,126,67.3,34,1,922,10,48,42,1206,972,80.6,139,0,28,0,0,0,214,14,27,34.1
Erik Thommy,de GER,"FW,MF",Stuttgart,de Bundesliga,27,1994,7,0,107,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.14,0.33,0.47,0.14,0.47,6,1,16.7,5.05,0.84,0.00,0.00,22.4,0,0.03,-0.2,-0.2,37,46,80.4,628,167,17,22,77.3,15,15,100.0,3,5,60.0,-0.4,5,3,0,0,3,43,3,0,13,1,1,2,0,2,0,35,4,7,8,35,1,0,0,0,0,1,3,8,6.73,3,3,1,0,0,1,0.84,0,0,0,1,0,0,1,0,0,1,0,0,,0,7,35.0,7,3,10,0,4,4,0,0,67,0,6,50.0,2,0,48,1,3,1,66,48,72.7,7,0,3,0,0,0,8,2,4,33.3
Dominic Thompson,eng ENG,DF,Brentford,eng Premier League,21,2000,2,2,146,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,1,0,0.0,0.62,0.00,0.00,,18.0,0,0.02,0.0,0.0,21,41,51.2,338,92,10,14,71.4,8,10,80.0,2,13,15.4,0.0,0,0,0,0,1,39,2,0,4,1,1,0,0,0,0,23,8,10,25,11,3,1,0,1,3,4,3,1,0.62,0,1,0,0,0,0,0.00,0,0,0,0,0,0,3,1,3,0,0,2,66.7,1,3,18.8,9,5,2,0,0,6,4,0,56,8,2,0.0,0,0,32,0,2,0,35,29,82.9,0,0,1,0,0,0,12,1,2,33.3
Morten Thorsby,no NOR,MF,Sampdoria,it Serie A,25,1996,31,31,2625,29.2,2,1,2,0,0,10,0,0.07,0.03,0.10,0.07,0.10,2.9,2.9,1.0,3.8,0.10,0.03,0.14,0.10,0.14,22,6,27.3,0.75,0.21,0.09,0.33,12.3,0,0.13,-0.9,-0.9,639,869,73.5,9348,2879,369,458,80.6,202,274,73.7,35,68,51.5,0.0,12,53,12,0,76,850,19,2,299,9,1,0,0,0,0,529,159,181,102,538,70,3,18,1,19,29,23,35,1.24,32,0,0,2,0,2,0.07,2,0,0,0,0,0,46,27,9,30,7,14,35.9,25,163,29.7,137,282,129,0,40,76,44,0,1166,62,58,40.0,6,0,574,0,43,27,1005,701,69.8,57,0,83,0,0,0,230,162,127,56.1
