Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xA,KP,01-Mar,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Vassilis Lambropoulos,gr GRE,DF,Bochum,Bundesliga,32,1990,13,13,1168,13,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.2,0.01,0,0.01,0.01,0.01,Matches,4,1,25,0.31,0.08,0,0,11.8,0,0.04,-0.1,-0.1,350,420,83.3,8678,2120,62,78,79.5,187,210,89,94,121,77.7,0,1,14,0,0,13,412,8,0,61,22,3,0,0,0,0,280,41,99,59,310,28,2,2,2,7,2,6,6,0.46,5,0,0,0,0,0,0,0,0,0,0,0,0,25,18,20,4,1,10,47.6,11,56,37.6,94,49,6,1,19,58,77,1,594,115,9,50,1,0,296,1,3,5,317,309,97.5,3,0,5,0,0,1,87,35,18,66
Érik Lamela,ar ARG,FW,Sevilla,La Liga,30,1992,16,7,810,9,5,1,5,0,0,4,0,0.56,0.11,0.67,0.56,0.67,2.6,2.6,1.1,3.7,0.29,0.13,0.42,0.29,0.42,Matches,19,10,52.6,2.11,1.11,0.26,0.5,15.7,0,0.14,2.4,2.4,311,368,84.5,4906,1032,164,186,88.2,113,128,88.3,23,30,76.7,-0.1,15,14,13,0,34,356,12,2,83,8,9,6,3,0,1,290,45,33,318,34,7,0,2,1,3,13,10,25,2.78,22,1,1,0,1,3,0.33,3,0,0,0,0,0,27,21,11,12,4,5,38.5,8,67,34.2,53,94,49,0,14,36,3,0,494,3,42,52.4,14,2,365,9,20,29,466,365,78.3,68,0,21,0,0,0,55,9,13,40.9
Didier Lamkel Zé,cm CMR,FW,Metz,Ligue 1,25,1996,3,2,126,1.4,1,0,1,0,0,1,0,0.71,0,0.71,0.71,0.71,0.3,0.3,0,0.4,0.25,0.01,0.26,0.25,0.26,Matches,3,2,66.7,2.14,1.43,0.33,0.5,9.4,0,0.11,0.7,0.7,25,32,78.1,315,50,18,21,85.7,5,7,71.4,2,2,100,0,1,2,0,0,1,32,0,0,5,0,0,0,0,0,0,23,5,4,3,27,0,0,0,1,0,2,2,3,2.14,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,0,3,17.6,3,6,8,0,2,1,2,0,61,2,5,50,1,0,49,0,10,8,93,50,53.8,10,0,2,0,0,0,6,5,12,29.4
Sam Lammers,nl NED,FW,Eint Frankfurt,Bundesliga,24,1997,13,4,415,4.6,1,0,1,0,0,1,0,0.22,0,0.22,0.22,0.22,1.2,1.2,0.1,1.4,0.27,0.03,0.3,0.27,0.3,Matches,12,4,33.3,2.6,0.87,0.08,0.25,12.5,0,0.1,-0.2,-0.2,78,119,65.5,1110,332,42,66,63.6,28,39,71.8,2,4,50,-0.1,2,9,3,0,11,113,6,0,49,0,0,0,0,0,0,57,35,27,45,34,14,1,1,2,4,6,5,5,1.08,4,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,2,1,50,1,21,21.9,7,40,49,0,3,9,4,0,185,5,23,46.2,7,0,93,3,20,8,269,141,52.4,35,0,6,0,0,0,18,28,18,60.9
Sam Lammers,nl NED,FW,Atalanta,Serie A,24,1997,2,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,11,19,57.9,164,62,6,8,75,4,9,44.4,1,1,100,0,0,2,1,0,2,19,0,0,4,0,1,0,0,0,0,13,3,3,8,8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,42.9,0,2,5,0,1,0,0,0,29,0,3,0,0,0,18,0,3,2,41,26,63.4,9,0,2,0,0,0,2,2,7,22.2
Tariq Lamptey,eng ENG,DF,Brighton,Premier League,21,2000,25,15,1462,16.2,0,2,0,0,0,3,0,0,0.12,0.12,0,0.12,0.7,0.7,2,2.7,0.04,0.12,0.17,0.04,0.17,Matches,17,4,23.5,1.05,0.25,0,0,19.4,0,0.04,-0.7,-0.7,584,750,77.9,8773,1979,328,372,88.2,216,269,80.3,25,62,40.3,0,20,15,20,13,41,684,66,1,105,10,68,0,0,0,0,518,119,113,152,514,15,61,2,2,10,18,35,46,2.83,32,0,4,4,3,2,0.12,2,0,0,0,0,0,36,21,14,18,4,14,56,11,69,30.8,73,84,67,0,16,69,17,0,988,36,42,46.6,28,0,729,17,29,23,843,679,80.5,72,0,30,0,0,0,118,8,28,22.2
Manuel Lanzini,ar ARG,MF,West Ham,Premier League,29,1993,25,15,1457,16.2,4,3,2,2,2,2,0,0.25,0.19,0.43,0.12,0.31,2.5,1,2.2,3.2,0.16,0.14,0.29,0.06,0.2,Matches,11,4,36.4,0.68,0.25,0.18,0.5,21.6,1,0.09,1.5,1,899,992,90.6,14357,3330,477,498,95.8,330,366,90.2,67,93,72,0.8,21,60,19,0,68,933,59,2,143,17,10,19,16,0,0,797,98,97,90,860,26,6,5,1,10,20,6,49,3.03,40,5,2,1,1,7,0.43,4,1,1,0,0,1,23,16,10,7,6,11,30.6,25,85,27.3,89,160,62,0,16,45,6,0,1124,20,37,66.7,17,1,812,7,17,17,909,812,89.3,52,0,12,0,0,0,159,5,15,25
Aymeric Laporte,es ESP,DF,Manchester City,Premier League,27,1994,26,26,2260,25.1,3,0,3,0,0,5,1,0.12,0,0.12,0.12,0.12,3.5,3.5,0.4,3.9,0.14,0.01,0.15,0.14,0.15,Matches,30,5,16.7,1.19,0.2,0.1,0.6,10.5,0,0.12,-0.5,-0.5,2206,2318,95.2,47790,13778,608,630,96.5,1189,1225,97.1,397,448,88.6,-0.4,8,267,8,0,167,2273,45,3,159,50,3,0,0,0,0,1992,122,204,1670,518,79,11,4,0,14,16,3,26,1.04,22,0,0,1,0,3,0.12,1,0,0,1,1,0,24,13,15,8,1,13,61.9,8,54,47,69,39,7,0,11,51,58,2,2474,208,39,60,3,0,1853,1,1,4,2067,2034,98.4,6,0,10,1,0,0,228,60,28,68.2
Julien Laporte,fr FRA,DF,Lorient,Ligue 1,28,1993,28,28,2441,27.1,2,0,2,0,0,6,0,0.07,0,0.07,0.07,0.07,1.1,1.1,0.4,1.5,0.04,0.01,0.06,0.04,0.06,Matches,13,3,23.1,0.48,0.11,0.15,0.67,12.1,0,0.08,0.9,0.9,1053,1226,85.9,26542,9169,213,233,91.4,505,547,92.3,326,427,76.3,-0.4,3,73,8,0,65,1189,37,3,144,53,1,0,0,0,0,805,127,294,192,907,82,3,6,8,33,18,11,10,0.37,8,1,0,0,1,1,0.04,1,0,0,0,0,0,62,40,36,26,0,24,45.3,29,102,38.9,165,92,5,0,28,125,162,0,1555,254,16,85.7,6,0,895,0,6,2,936,922,98.5,0,0,27,0,3,0,241,73,42,63.5
Yasser Larouci,dz ALG,DF,Troyes,Ligue 1,21,2001,7,1,178,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.06,0,0.06,0.06,0.06,Matches,3,1,33.3,1.52,0.51,0,0,20.8,0,0.04,-0.1,-0.1,60,73,82.2,1049,408,32,38,84.2,19,22,86.4,7,10,70,0,0,6,4,2,7,61,12,0,11,1,4,0,0,0,0,41,18,14,49,5,6,12,0,0,1,2,1,5,2.53,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,,0,3,11.5,11,9,6,0,4,8,6,0,102,5,3,60,3,0,61,1,3,4,56,53,94.6,1,0,0,0,0,0,20,3,1,75
Kevin Lasagna,it ITA,FW,Hellas Verona,Serie A,29,1992,23,9,927,10.3,1,2,1,0,0,0,0,0.1,0.19,0.29,0.1,0.29,3.2,3.2,2.1,5.4,0.31,0.21,0.52,0.31,0.52,Matches,34,13,38.2,3.3,1.26,0.03,0.08,16.3,0,0.1,-2.2,-2.2,166,237,70,2646,622,93,121,76.9,46,66,69.7,16,22,72.7,-0.1,14,11,15,1,21,221,16,0,77,8,12,0,0,0,0,150,50,37,152,38,15,2,10,3,8,11,17,25,2.43,17,0,1,1,2,6,0.58,5,0,0,0,1,0,8,6,4,2,2,4,25,12,42,26.8,18,54,85,0,14,13,6,0,378,11,62,57.1,10,1,235,9,35,26,469,267,56.9,103,0,13,1,0,0,53,30,47,39
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,Premier League,28,1993,21,19,1716,19.1,1,0,1,0,0,5,0,0.05,0,0.05,0.05,0.05,0.7,0.7,0.3,0.9,0.04,0.01,0.05,0.04,0.05,Matches,13,2,15.4,0.68,0.1,0.08,0.5,8.7,0,0.05,0.3,0.3,410,526,77.9,8804,2398,94,127,74,246,282,87.2,62,103,60.2,-0.3,2,15,2,0,19,518,8,0,89,9,3,0,0,0,0,331,48,147,62,359,56,1,0,4,8,9,6,6,0.31,6,0,0,0,0,1,0.05,1,0,0,0,0,0,15,8,12,1,2,4,33.3,8,41,32.8,73,47,5,1,15,44,117,0,757,198,41,100,1,0,318,0,4,4,400,380,95,4,0,20,0,3,2,142,84,28,75
Bryan Lasme,fr FRA,FW,Arminia,Bundesliga,23,1998,23,7,877,9.7,2,0,2,0,0,2,0,0.21,0,0.21,0.21,0.21,0.8,0.8,0.4,1.3,0.09,0.04,0.13,0.09,0.13,Matches,14,7,50,1.44,0.72,0.14,0.29,14.5,0,0.06,1.2,1.2,122,197,61.9,1897,404,70,107,65.4,35,55,63.6,10,17,58.8,-0.4,8,8,9,4,11,189,8,0,76,7,16,0,0,0,0,101,56,40,13,127,20,0,5,0,7,5,12,19,1.95,14,0,2,2,0,0,0,0,0,0,0,0,0,6,4,0,3,3,1,33.3,2,48,24.1,10,80,109,0,10,7,11,0,327,12,63,37,13,1,201,11,31,19,460,230,50,72,0,15,0,0,0,44,38,40,48.7
Paul Lasne,fr FRA,MF,Brest,Ligue 1,33,1989,10,4,423,4.7,0,1,0,0,0,1,0,0,0.21,0.21,0,0.21,0.3,0.3,0.6,0.9,0.06,0.14,0.19,0.06,0.19,Matches,5,0,0,1.06,0,0,,20.1,1,0.05,-0.3,-0.3,169,210,80.5,2915,688,72,84,85.7,69,81,85.2,19,30,63.3,0.4,5,12,4,0,16,209,1,0,32,2,5,0,0,0,0,157,26,27,88,107,8,0,2,1,3,4,4,12,2.55,9,0,0,2,1,1,0.21,1,0,0,0,0,0,9,4,2,5,2,3,33.3,6,34,30.9,19,72,19,0,4,19,9,0,262,13,6,100,1,0,163,3,3,7,191,176,92.1,5,0,8,0,0,0,40,6,4,60
Toni Lato,es ESP,DF,Valencia,La Liga,24,1997,11,7,590,6.6,0,1,0,0,0,5,0,0,0.15,0.15,0,0.15,0,0,0.5,0.5,0,0.07,0.07,0,0.07,Matches,0,0,,0,0,,,,0,,0,0,234,310,75.5,4605,1720,96,112,85.7,106,129,82.2,27,56,48.2,0.5,2,21,4,2,23,243,67,0,45,13,17,0,0,0,0,147,81,82,197,29,18,60,1,1,4,6,7,10,1.53,9,0,0,1,0,1,0.15,1,0,0,0,0,0,12,6,8,3,1,9,64.3,5,38,31.7,61,37,22,0,10,23,20,0,372,20,6,80,10,1,183,0,3,4,187,166,88.8,10,0,13,0,0,0,77,10,20,33.3
Armand Lauriente,fr FRA,FW,Lorient,Ligue 1,23,1998,29,24,2061,22.9,5,2,4,1,1,3,0,0.22,0.09,0.31,0.17,0.26,5.3,4.6,4.2,8.7,0.23,0.18,0.41,0.2,0.38,Matches,63,27,42.9,2.75,1.18,0.06,0.15,21.4,19,0.07,-0.3,-0.6,464,600,77.3,7446,1938,246,293,84,169,212,79.7,34,56,60.7,-2.2,35,34,26,12,52,565,35,6,119,13,30,14,5,2,0,459,78,63,54,513,16,3,2,1,18,31,19,67,2.93,44,2,7,3,3,6,0.26,2,0,2,2,0,0,36,28,12,18,6,16,45.7,19,111,25.7,78,226,128,0,15,62,1,0,906,4,74,43.5,34,3,681,24,59,60,938,627,66.8,146,0,34,0,0,0,131,12,30,28.6
Darko Lazović,rs SRB,DF,Hellas Verona,Serie A,31,1990,30,28,2425,26.9,1,3,1,0,0,2,0,0.04,0.11,0.15,0.04,0.15,3.3,3.3,3.5,6.8,0.12,0.13,0.25,0.12,0.25,Matches,42,8,19,1.56,0.3,0.02,0.13,17.8,1,0.08,-2.3,-2.3,960,1358,70.7,16837,8426,423,524,80.7,441,582,75.8,82,174,47.1,-0.5,37,78,49,12,176,1132,226,1,151,22,83,6,3,0,0,720,357,281,203,883,44,211,7,10,30,82,70,63,2.34,54,4,2,0,0,6,0.22,6,0,0,0,0,0,37,19,20,9,8,14,35,26,73,32.6,90,81,53,1,42,73,33,0,1609,62,113,49.1,28,10,930,34,17,18,1129,967,85.7,97,0,12,0,0,0,226,15,16,48.4
Manuel Lazzari,it ITA,DF,Lazio,Serie A,28,1993,26,11,1246,13.8,3,2,3,0,0,3,0,0.22,0.14,0.36,0.22,0.36,0.8,0.8,1.3,2.1,0.06,0.1,0.15,0.06,0.15,Matches,9,6,66.7,0.65,0.43,0.33,0.5,19.1,0,0.09,2.2,2.2,671,785,85.5,9954,3170,398,427,93.2,213,248,85.9,37,67,55.2,0.7,7,35,13,4,32,655,130,0,73,14,37,1,1,0,0,543,167,75,118,527,19,116,2,1,14,21,19,19,1.37,13,0,3,2,1,9,0.65,5,0,2,0,1,1,19,8,8,9,2,8,40,12,38,29.9,39,63,25,0,12,36,19,0,918,35,31,53.3,27,5,646,12,17,11,680,620,91.2,43,0,12,0,0,0,99,7,11,38.9
Théo Le Bris,fr FRA,MF,Lorient,Ligue 1,19,2002,4,0,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,12,16,75,149,34,8,10,80,3,4,75,0,0,,0,0,0,0,0,1,16,0,0,8,0,0,0,0,0,0,9,3,4,0,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,1,3,25,5,6,1,0,4,3,0,0,26,1,0,,0,0,9,0,1,1,24,13,54.2,1,0,0,0,0,0,4,1,2,33.3
Jérémy Le Douaron,fr FRA,FW,Brest,Ligue 1,23,1998,30,16,1407,15.6,5,3,5,0,0,0,0,0.32,0.19,0.51,0.32,0.51,4,4,2.6,6.6,0.26,0.17,0.42,0.26,0.42,Matches,36,16,44.4,2.3,1.02,0.14,0.31,13.9,0,0.12,1,1,199,306,65,2680,438,135,166,81.3,42,83,50.6,9,18,50,0.4,13,8,9,5,12,300,6,0,91,7,25,1,0,1,0,193,50,63,198,56,22,0,0,0,12,15,19,21,1.34,17,0,0,2,1,3,0.19,3,0,0,0,0,0,9,7,2,5,2,1,6.3,15,76,19.8,37,225,122,0,14,16,13,0,540,13,64,31.4,15,0,363,5,49,51,669,392,58.6,127,0,21,0,0,0,85,37,60,38.1
Enzo Le Fée,fr FRA,MF,Lorient,Ligue 1,22,2000,30,19,1679,18.7,1,2,1,0,0,1,0,0.05,0.11,0.16,0.05,0.16,1.6,1.6,1.8,3.4,0.09,0.1,0.18,0.09,0.18,Matches,25,9,36,1.34,0.48,0.04,0.11,22.9,4,0.06,-0.6,-0.6,741,933,79.4,14370,4133,339,376,90.2,261,320,81.6,121,194,62.4,0.2,35,69,12,4,73,849,84,3,165,57,19,54,22,15,1,677,92,164,106,790,24,4,3,6,24,36,19,65,3.48,35,18,3,5,3,4,0.21,2,1,0,0,1,0,56,39,23,28,5,17,25.4,50,141,29.9,170,235,67,0,20,92,14,0,1226,29,18,49.3,33,1,861,4,47,44,959,837,87.3,67,0,25,0,0,0,153,8,20,28.6
Vincent Le Goff,fr FRA,DF,Lorient,Ligue 1,32,1989,28,28,2520,28,1,1,1,0,0,1,0,0.04,0.04,0.07,0.04,0.07,1.4,1.4,1.8,3.1,0.05,0.06,0.11,0.05,0.11,Matches,22,4,18.2,0.79,0.14,0.05,0.25,15.8,0,0.06,-0.4,-0.4,1161,1496,77.6,20630,8882,512,578,88.6,532,645,82.5,98,207,47.3,-0.8,20,94,29,11,129,1195,301,2,156,23,53,1,0,0,0,855,360,281,1103,69,37,275,2,9,20,67,51,52,1.86,43,4,0,1,2,5,0.18,4,0,0,1,0,0,58,34,34,19,5,33,57.9,24,113,31.9,162,149,43,0,32,98,42,1,1716,84,35,70.6,14,0,956,5,16,17,1117,1013,90.7,71,0,23,0,0,0,207,14,27,34.1
Maxime Le Marchand,fr FRA,DF,Strasbourg,Ligue 1,32,1989,8,7,650,7.2,1,0,1,0,0,4,0,0.14,0,0.14,0.14,0.14,0.3,0.3,0.1,0.3,0.04,0.01,0.05,0.04,0.05,Matches,3,2,66.7,0.42,0.28,0.33,0.5,12,0,0.09,0.7,0.7,327,376,87,6731,2734,109,116,94,163,178,91.6,49,73,67.1,-0.1,1,11,1,1,17,363,13,0,28,11,2,0,0,0,0,273,29,74,295,58,12,4,0,0,10,3,5,1,0.14,1,0,0,0,0,0,0,0,0,0,0,0,0,12,3,11,1,0,3,42.9,4,18,26.5,44,21,3,0,6,26,17,0,431,75,3,100,1,0,253,0,0,1,294,292,99.3,0,0,9,0,1,0,61,10,7,58.8
Robin Le Normand,fr FRA,DF,Real Sociedad,La Liga,25,1996,32,32,2880,32,1,1,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,1.3,1.3,0.1,1.4,0.04,0,0.04,0.04,0.04,Matches,17,4,23.5,0.53,0.12,0.06,0.25,9.6,0,0.08,-0.3,-0.3,1610,1801,89.4,34838,8244,414,466,88.8,886,949,93.4,295,364,81,0.9,2,73,4,0,79,1752,49,0,185,42,0,0,0,0,0,1427,127,247,160,1458,97,3,7,4,43,12,8,5,0.16,3,0,0,0,0,2,0.06,2,0,0,0,0,0,36,22,24,8,4,14,48.3,15,87,35.2,151,81,15,0,23,85,153,1,2106,371,33,100,3,0,1342,1,7,5,1463,1442,98.6,4,0,35,0,0,0,307,126,44,74.1
Rafael Leão,pt POR,FW,Milan,Serie A,22,1999,29,26,2167,24.1,9,4,9,0,0,3,0,0.37,0.17,0.54,0.37,0.54,7.5,7.5,3.1,10.5,0.31,0.13,0.44,0.31,0.44,Matches,78,30,38.5,3.24,1.25,0.12,0.3,18.4,0,0.1,1.5,1.5,504,696,72.4,9122,2793,244,300,81.3,177,239,74.1,74,103,71.8,0.9,30,45,43,8,101,680,16,1,154,24,52,1,0,0,0,484,114,98,110,525,19,12,5,4,15,40,48,77,3.2,46,0,18,6,2,12,0.5,8,0,3,0,1,0,19,14,5,10,4,7,38.9,11,69,30.8,32,94,98,0,16,39,4,0,1027,8,147,58.3,91,6,872,48,58,45,1070,815,76.2,143,0,25,2,0,0,117,28,40,41.2
Jean-Louis Leca,fr FRA,GK,Lens,Ligue 1,36,1985,25,25,2205,24.5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1,0,0,0.04,0,0,,8.1,0,0.03,0,0,534,705,75.7,14282,9398,150,150,100,199,202,98.5,169,336,50.3,0,0,5,0,0,0,484,221,0,46,22,0,0,0,0,0,405,29,271,68,488,1,0,127,1,30,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,50,2,0,0,0,0,1,0,0,761,698,2,,0,0,341,0,0,0,302,301,99.7,0,0,1,0,1,0,129,0,0,
Jeremías Ledesma,ar ARG,GK,Cádiz,La Liga,29,1993,32,32,2880,32,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,512,975,52.5,23398,17761,37,38,97.4,134,137,97.8,339,796,42.6,0,2,30,2,0,1,577,398,0,39,43,0,0,0,0,0,227,28,720,40,694,0,0,88,7,45,18,5,5,0.16,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25,4,0,0,0,0,0,0,2,1081,953,0,100,1,0,437,0,1,0,329,327,99.4,0,0,2,0,2,0,166,0,0,
Pierre Lees-Melou,fr FRA,MF,Norwich City,Premier League,28,1993,27,21,1814,20.2,1,0,1,0,0,5,0,0.05,0,0.05,0.05,0.05,1.3,1.3,1.6,2.9,0.06,0.08,0.14,0.06,0.14,Matches,28,8,28.6,1.39,0.4,0.04,0.13,23.4,0,0.05,-0.3,-0.3,631,807,78.2,12170,3476,280,328,85.4,228,268,85.1,105,166,63.3,-1.6,22,66,23,8,79,788,19,2,146,38,24,1,1,0,0,482,148,177,121,634,33,6,2,1,10,44,21,44,2.18,38,1,0,1,3,1,0.05,0,0,0,0,1,0,54,31,23,22,9,23,31.9,49,126,24.1,204,239,79,2,25,85,13,0,996,61,30,41.7,13,1,630,5,12,10,735,639,86.9,45,0,40,1,0,0,187,13,19,40.6
Wu Lei,cn CHN,FW,Espanyol,La Liga,30,1991,18,3,366,4.1,1,0,1,0,0,0,0,0.25,0,0.25,0.25,0.25,0.7,0.7,0.6,1.3,0.18,0.15,0.33,0.18,0.33,Matches,6,5,83.3,1.48,1.23,0.17,0.2,14.9,0,0.12,0.3,0.3,58,82,70.7,851,211,32,38,84.2,19,26,73.1,3,10,30,-0.6,4,2,1,0,6,81,1,0,24,2,4,0,0,0,0,39,23,20,9,52,10,0,4,1,2,3,3,10,2.46,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,1,25,3,17,30.4,13,31,12,0,5,8,3,0,118,3,15,20,1,0,73,2,7,1,131,71,54.2,22,0,6,0,0,0,26,9,11,45
Maxim Leitsch,de GER,DF,Bochum,Bundesliga,23,1998,16,14,1268,14.1,1,0,1,0,0,2,0,0.07,0,0.07,0.07,0.07,1,1,0.3,1.2,0.07,0.02,0.09,0.07,0.09,Matches,5,1,20,0.35,0.07,0.2,1,13.2,0,0.19,0,0,540,644,83.9,12365,3069,126,145,86.9,285,305,93.4,121,176,68.8,-0.3,1,37,2,1,35,632,12,0,101,14,4,0,0,0,0,459,61,124,493,89,32,5,3,3,10,12,9,6,0.43,4,0,0,0,1,2,0.14,2,0,0,0,0,0,22,16,14,7,1,8,53.3,7,62,36.7,88,75,6,0,14,62,79,1,819,123,7,50,2,0,459,0,5,3,462,460,99.6,0,0,8,0,0,0,148,40,25,61.5
Lucas Leiva,br BRA,MF,Lazio,Serie A,35,1987,30,18,1578,17.5,0,1,0,0,0,7,0,0,0.06,0.06,0,0.06,0.1,0.1,0.2,0.3,0,0.01,0.02,0,0.02,Matches,3,0,0,0.17,0,0,,21.5,0,0.03,-0.1,-0.1,1047,1132,92.5,17944,5023,492,515,95.5,446,482,92.5,95,108,88,0.8,5,91,3,1,57,1097,35,0,133,11,1,0,0,0,0,941,95,96,151,901,56,0,3,3,14,11,11,19,1.08,16,0,0,1,2,4,0.23,3,0,0,0,0,1,55,32,25,24,6,16,33.3,32,92,26.9,130,176,36,0,18,87,31,0,1286,71,0,60,3,0,745,0,5,6,951,904,95.1,5,0,39,0,0,0,177,26,18,59.1
Florian Lejeune,fr FRA,DF,Alavés,La Liga,30,1991,25,25,2249,25,0,0,0,0,0,8,1,0,0,0,0,0,1,1,0.2,1.2,0.04,0.01,0.05,0.04,0.05,Matches,17,2,11.8,0.68,0.08,0,0,19.7,3,0.06,-1,-1,779,991,78.6,21796,7496,148,168,88.1,363,421,86.2,263,387,68,-0.2,3,54,3,0,52,918,73,0,120,89,3,0,0,0,0,582,92,317,130,718,92,2,4,4,34,11,5,7,0.28,5,1,0,0,1,1,0.04,1,0,0,0,0,0,33,17,21,11,1,10,55.6,8,61,27.4,136,75,12,1,20,88,146,1,1279,200,20,50,3,0,615,0,4,1,651,627,96.3,2,1,35,0,2,0,275,78,45,63.4
Iñigo Lekue,es ESP,DF,Athletic Club,La Liga,28,1993,23,21,1850,20.6,0,2,0,0,0,3,0,0,0.1,0.1,0,0.1,0.2,0.2,2.1,2.3,0.01,0.1,0.11,0.01,0.11,Matches,7,1,14.3,0.34,0.05,0,0,23.4,0,0.03,-0.2,-0.2,861,1160,74.2,16282,7556,356,399,89.2,383,484,79.1,107,241,44.4,-0.1,14,76,17,11,74,880,280,0,101,35,46,0,0,0,0,560,244,356,168,680,46,253,3,5,22,47,29,31,1.51,23,5,1,0,1,4,0.19,2,0,1,0,0,1,39,24,20,13,6,21,46.7,24,90,33.1,101,118,53,1,40,76,53,0,1380,97,11,46.7,17,4,733,7,15,19,752,705,93.8,20,0,20,0,0,0,206,22,23,48.9
Thomas Lemar,fr FRA,MF,Atlético Madrid,La Liga,26,1995,23,17,1435,15.9,4,5,4,0,0,2,0,0.25,0.31,0.56,0.25,0.56,3.4,3.4,3.1,6.4,0.21,0.19,0.4,0.21,0.4,Matches,29,8,27.6,1.82,0.5,0.14,0.5,18.3,1,0.12,0.6,0.6,637,809,78.7,11003,3308,323,367,88,212,259,81.9,84,143,58.7,1.9,32,48,35,14,74,728,81,2,120,30,54,40,14,12,1,549,106,154,635,120,19,18,4,3,12,30,23,62,3.89,44,7,3,3,0,11,0.69,7,1,1,2,0,0,26,16,10,12,4,6,31.6,13,88,31.4,71,136,73,0,19,44,8,0,988,21,50,61.5,32,0,715,11,14,27,813,707,87,70,0,14,0,2,0,117,14,12,53.8
Félix Lemaréchal,ci CIV,MF,Monaco,Ligue 1,18,2003,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,12,15,80,202,13,6,7,85.7,5,6,83.3,1,1,100,0,0,1,0,0,0,15,0,0,2,0,0,0,0,0,0,12,1,2,3,11,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,50,0,1,1,0,0,0,0,0,17,0,0,50,1,0,12,0,0,1,14,14,100,1,0,0,0,0,0,3,0,0,
Mario Lemina,ga GAB,MF,Nice,Ligue 1,28,1993,28,21,1742,19.4,2,0,2,0,0,7,1,0.1,0,0.1,0.1,0.1,1.3,1.3,0.2,1.5,0.07,0.01,0.08,0.07,0.08,Matches,11,3,27.3,0.57,0.15,0.18,0.67,15.6,0,0.12,0.7,0.7,945,1072,88.2,18659,4387,328,362,90.6,466,500,93.2,139,187,74.3,-0.2,4,75,8,1,64,1056,16,2,142,22,5,0,0,0,0,879,87,106,156,866,24,4,4,2,15,19,10,19,0.98,17,0,0,2,0,1,0.05,1,0,0,0,0,0,64,40,30,26,8,20,54.1,17,100,36.8,94,143,35,1,21,108,35,0,1268,62,17,74.1,20,0,922,3,12,13,914,887,97,27,1,37,0,0,0,178,26,13,66.7
